Full Name,Weight,Matchup,Outcome,Method,Round,Time,Weight Class
Tom Aaron,155,Matt Ricehouse,LOSS,Decision,3.0,5:00,Lightweight
Tom Aaron,155,Eric Steenberg,WIN,Submission,1.0,0:56,Lightweight
Danny Abbadi,155,Jorge Gurgel,LOSS,Decision,3.0,5:00,Lightweight
Danny Abbadi,155,Kalib Starnes,LOSS,Submission,1.0,2:56,Lightweight
Nariman Abbasov,155,Ismael Bonfim,LOSS,Decision,3.0,5:00,Lightweight
David Abbott,265,Kevin Ferguson,LOSS,KO/TKO,1.0,0:43,Heavyweight
David Abbott,265,Paul Buentello,LOSS,KO/TKO,1.0,0:43,Heavyweight
David Abbott,265,Hidehiko Yoshida,LOSS,Submission,1.0,7:40,Heavyweight
David Abbott,265,Wesley Correira,LOSS,KO/TKO,1.0,2:14,Heavyweight
David Abbott,265,Kimo Leopoldo,LOSS,Submission,1.0,1:59,Heavyweight
David Abbott,265,Frank Mir,LOSS,Submission,1.0,0:46,Heavyweight
David Abbott,265,Pedro Rizzo,LOSS,KO/TKO,1.0,8:07,Heavyweight
David Abbott,265,Hugo Duarte,WIN,KO/TKO,1.0,0:43,Heavyweight
David Abbott,265,Yoji Anjo,WIN,Decision,2.0,3:00,Heavyweight
David Abbott,265,Maurice Smith,LOSS,Submission,1.0,8:08,Heavyweight
David Abbott,265,Vitor Belfort,LOSS,KO/TKO,1.0,0:52,Heavyweight
David Abbott,265,Don Frye,LOSS,Submission,1.0,1:22,Heavyweight
David Abbott,265,Steve Nelmark,WIN,KO/TKO,1.0,1:03,Heavyweight
David Abbott,265,Cal Worsham,WIN,KO/TKO,1.0,2:51,Heavyweight
David Abbott,265,Scott Ferrozzo,LOSS,Decision,2.0,3:00,Heavyweight
David Abbott,265,Sam Adkins,WIN,Submission,1.0,2:06,Heavyweight
David Abbott,265,Dan Severn,LOSS,Decision,1.0,18:00,Heavyweight
David Abbott,265,Steve Jennum,WIN,Submission,1.0,1:14,Heavyweight
David Abbott,265,Oleg Taktarov,LOSS,Submission,1.0,17:45,Heavyweight
David Abbott,265,Paul Varelans,WIN,KO/TKO,1.0,1:53,Heavyweight
David Abbott,265,John Matua,WIN,KO/TKO,1.0,0:20,Heavyweight
Shamil Abdurakhimov,235,Jailton Almeida,LOSS,KO/TKO,2.0,2:56,Heavyweight
Shamil Abdurakhimov,235,Sergei Pavlovich,LOSS,KO/TKO,1.0,4:03,Heavyweight
Shamil Abdurakhimov,235,Chris Daukaus,LOSS,KO/TKO,2.0,1:23,Heavyweight
Shamil Abdurakhimov,235,Curtis Blaydes,LOSS,KO/TKO,2.0,2:22,Heavyweight
Shamil Abdurakhimov,235,Marcin Tybura,WIN,KO/TKO,2.0,3:15,Heavyweight
Shamil Abdurakhimov,235,Andrei Arlovski,WIN,Decision,3.0,5:00,Heavyweight
Shamil Abdurakhimov,235,Chase Sherman,WIN,KO/TKO,1.0,1:24,Heavyweight
Shamil Abdurakhimov,235,Derrick Lewis,LOSS,KO/TKO,4.0,3:42,Heavyweight
Shamil Abdurakhimov,235,Walt Harris,WIN,Decision,3.0,5:00,Heavyweight
Shamil Abdurakhimov,235,Anthony Hamilton,WIN,Decision,3.0,5:00,Heavyweight
Shamil Abdurakhimov,235,Timothy Johnson,LOSS,KO/TKO,1.0,4:57,Heavyweight
Hiroyuki Abe,145,Luiz Firmino,LOSS,Submission,1.0,2:52,Featherweight
Daichi Abe,170,Li Jingliang,LOSS,Decision,3.0,5:00,Welterweight
Daichi Abe,170,Luke Jumeau,LOSS,Decision,3.0,5:00,Welterweight
Daichi Abe,170,Hyun Gyu Lim,WIN,Decision,3.0,5:00,Welterweight
Papy Abedi,185,Dylan Andrews,LOSS,KO/TKO,3.0,1:32,Middleweight
Papy Abedi,185,Besam Yousef,WIN,Decision,3.0,5:00,Middleweight
Papy Abedi,185,James Head,LOSS,Submission,1.0,4:33,Middleweight
Papy Abedi,185,Thiago Alves,LOSS,Submission,1.0,3:32,Middleweight
Ricardo Abreu,185,Jake Collier,LOSS,Decision,3.0,5:00,Middleweight
Ricardo Abreu,185,Wagner Silva,WIN,Submission,2.0,1:06,Middleweight
Klidson Abreu,205,Shamil Gamzatov,LOSS,Decision,3.0,5:00,Light Heavyweight
Klidson Abreu,205,Sam Alvey,WIN,Decision,3.0,5:00,Light Heavyweight
Klidson Abreu,205,Magomed Ankalaev,LOSS,Decision,3.0,5:00,Light Heavyweight
Daniel Acacio,180,Rousimar Palhares,LOSS,Submission,1.0,1:22,Middleweight
Daniel Acacio,180,Akihiro Gono,LOSS,Decision,2.0,5:00,Middleweight
Daniel Acacio,180,Kazuo Misaki,WIN,Decision,2.0,5:00,Middleweight
Daniel Acacio,180,Daiju Takase,WIN,KO/TKO,2.0,3:34,Middleweight
John Adajar,170,HanSeul Kim,LOSS,Submission,1.0,4:37,Welterweight
Scott Adams,225,Ian Freeman,WIN,Submission,1.0,3:09,Heavyweight
Juan Adams,265,Justin Tafa,LOSS,KO/TKO,1.0,1:59,Heavyweight
Juan Adams,265,Greg Hardy,LOSS,KO/TKO,1.0,0:45,Heavyweight
Juan Adams,265,Arjan Bhullar,LOSS,Decision,3.0,5:00,Heavyweight
Juan Adams,265,Chris de la Rocha,WIN,KO/TKO,3.0,0:58,Heavyweight
Juan Adams,265,Shawn Teed,WIN,KO/TKO,1.0,4:17,Heavyweight
Anthony Adams,185,Impa Kasanganay,LOSS,Decision,3.0,5:00,Middleweight
Anthony Adams,185,Chibwikem Onyenegecha,LOSS,Decision,3.0,5:00,Middleweight
Zarrukh Adashev,125,Ode Osbourne,LOSS,KO/TKO,1.0,1:01,Flyweight
Zarrukh Adashev,125,Ryan Benoit,WIN,Decision,3.0,5:00,Flyweight
Zarrukh Adashev,125,Sumudaerji,LOSS,Decision,3.0,5:00,Flyweight
Zarrukh Adashev,125,Tyson Nam,LOSS,KO/TKO,1.0,0:32,Flyweight
Israel Adesanya,185,Alex Pereira,WIN,KO/TKO,2.0,4:21,Middleweight
Israel Adesanya,185,Alex Pereira,LOSS,KO/TKO,5.0,2:01,Middleweight
Israel Adesanya,185,Jared Cannonier,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Robert Whittaker,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Marvin Vettori,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Jan Blachowicz,LOSS,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Paulo Costa,WIN,KO/TKO,2.0,3:59,Middleweight
Israel Adesanya,185,Yoel Romero,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Robert Whittaker,WIN,KO/TKO,2.0,3:33,Middleweight
Israel Adesanya,185,Kelvin Gastelum,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Anderson Silva,WIN,Decision,3.0,5:00,Middleweight
Israel Adesanya,185,Derek Brunson,WIN,KO/TKO,1.0,4:51,Middleweight
Israel Adesanya,185,Brad Tavares,WIN,Decision,5.0,5:00,Middleweight
Israel Adesanya,185,Marvin Vettori,WIN,Decision,3.0,5:00,Middleweight
Israel Adesanya,185,Rob Wilkinson,WIN,KO/TKO,2.0,3:37,Middleweight
Sam Adkins,225,David Abbott,LOSS,Submission,1.0,2:06,Heavyweight
Sam Adkins,225,Felix Lee Mitchell,WIN,Decision,2.0,3:00,Heavyweight
Sam Adkins,225,Don Frye,LOSS,KO/TKO,1.0,0:48,Heavyweight
Sam Adkins,225,Keith Mielke,WIN,KO/TKO,1.0,0:50,Heavyweight
Nick Agallar,155,Yves Edwards,LOSS,KO/TKO,2.0,2:14,Lightweight
Mariya Agapova,125,Gillian Robertson,LOSS,Submission,2.0,2:19,Flyweight
Mariya Agapova,125,Maryna Moroz,LOSS,Submission,2.0,3:27,Flyweight
Mariya Agapova,125,Sabina Mazo,WIN,Submission,3.0,0:53,Flyweight
Mariya Agapova,125,Shana Dobson,LOSS,KO/TKO,2.0,1:38,Flyweight
Mariya Agapova,125,Hannah Cifers,WIN,Submission,1.0,2:42,Flyweight
Mariya Agapova,125,Tracy Cortez,LOSS,Decision,3.0,5:00,Flyweight
Marcelo Aguiar,170,Matt Hughes,LOSS,KO/TKO,1.0,4:34,Welterweight
Edwin Aguilar,185,Martin Kampmann,LOSS,KO/TKO,1.0,2:43,Middleweight
Jessica Aguilar,115,Marina Rodriguez,LOSS,Decision,3.0,5:00,Strawweight
Jessica Aguilar,115,Zhang Weili,LOSS,Submission,1.0,3:41,Strawweight
Jessica Aguilar,115,Jodie Esquibel,WIN,Decision,3.0,5:00,Strawweight
Jessica Aguilar,115,Cortney Casey,LOSS,Decision,3.0,5:00,Strawweight
Jessica Aguilar,115,Claudia Gadelha,LOSS,Decision,3.0,5:00,Strawweight
Kevin Aguilar,155,Tucker Lutz,LOSS,Decision,3.0,5:00,Lightweight
Kevin Aguilar,155,Charles Rosa,LOSS,Decision,3.0,5:00,Lightweight
Kevin Aguilar,155,Zubaira Tukhugov,LOSS,KO/TKO,1.0,3:21,Lightweight
Kevin Aguilar,155,Dan Ige,LOSS,Decision,3.0,5:00,Lightweight
Kevin Aguilar,155,Enrique Barzola,WIN,Decision,3.0,5:00,Lightweight
Kevin Aguilar,155,Ricky Glenn,WIN,Decision,3.0,5:00,Lightweight
Kevin Aguilar,155,Joey Gomez,WIN,Decision,3.0,5:00,Lightweight
Jesus Aguilar,125,Tatsuro Taira,LOSS,Submission,1.0,4:20,Flyweight
Jesus Aguilar,125,Erisson Ferreira,WIN,Submission,3.0,1:56,Flyweight
Christian Aguilera,170,Carlston Harris,LOSS,Submission,1.0,2:52,Welterweight
Christian Aguilera,170,Sean Brady,LOSS,Submission,2.0,1:47,Welterweight
Christian Aguilera,170,Anthony Ivy,WIN,KO/TKO,1.0,0:59,Welterweight
Nick Aguirre,145,Dan Argueta,LOSS,Decision,3.0,5:00,Featherweight
Mike Aina,155,Nick Diaz,LOSS,Decision,3.0,5:00,Lightweight
Ashiek Ajim,135,Mateus Mendonca,LOSS,KO/TKO,1.0,0:48,Bantamweight
Hitomi Akano,135,Sara McMann,LOSS,Decision,3.0,5:00,Bantamweight
Hitomi Akano,135,Miesha Tate,LOSS,Decision,3.0,3:00,Bantamweight
Hitomi Akano,135,Carina Damm,WIN,Submission,2.0,1:48,Bantamweight
Hitomi Akano,135,Cristiane Justino,LOSS,KO/TKO,3.0,0:35,Bantamweight
Omari Akhmedov,185,Brad Tavares,LOSS,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Tom Breese,WIN,Submission,2.0,1:41,Middleweight
Omari Akhmedov,185,Chris Weidman,LOSS,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Ian Heinisch,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Zak Cummings,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Tim Boetsch,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Abdul Razak Alhassan,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Kyle Noke,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Elizeu Zaleski dos Santos,LOSS,KO/TKO,3.0,3:03,Middleweight
Omari Akhmedov,185,Sergio Moraes,LOSS,KO/TKO,3.0,2:18,Middleweight
Omari Akhmedov,185,Brian Ebersole,WIN,KO/TKO,1.0,5:00,Middleweight
Omari Akhmedov,185,Mats Nilsson,WIN,Decision,3.0,5:00,Middleweight
Omari Akhmedov,185,Gunnar Nelson,LOSS,Submission,1.0,4:36,Middleweight
Omari Akhmedov,185,Thiago Perpetuo,WIN,KO/TKO,1.0,3:31,Middleweight
Yoshihiro Akiyama,170,Alberto Mina,LOSS,Decision,3.0,5:00,Welterweight
Yoshihiro Akiyama,170,Amir Sadollah,WIN,Decision,3.0,5:00,Welterweight
Yoshihiro Akiyama,170,Jake Shields,LOSS,Decision,3.0,5:00,Welterweight
Yoshihiro Akiyama,170,Vitor Belfort,LOSS,KO/TKO,1.0,1:52,Welterweight
Yoshihiro Akiyama,170,Michael Bisping,LOSS,Decision,3.0,5:00,Welterweight
Yoshihiro Akiyama,170,Chris Leben,LOSS,Submission,3.0,4:40,Welterweight
Yoshihiro Akiyama,170,Alan Belcher,WIN,Decision,3.0,5:00,Welterweight
Yoshihiro Akiyama,170,Masanori Tonooka,WIN,Submission,1.0,6:26,Welterweight
Yoshihiro Akiyama,170,Katsuyori Shibata,WIN,Submission,1.0,6:34,Welterweight
Yoshihiro Akiyama,170,Denis Kang,WIN,KO/TKO,1.0,4:45,Welterweight
Yoshihiro Akiyama,170,Melvin Manhoef,WIN,Submission,1.0,1:58,Welterweight
Yoshihiro Akiyama,170,Kestutis Smirnovas,WIN,KO/TKO,1.0,3:01,Welterweight
Yoshihiro Akiyama,170,Taiei Kin,WIN,Submission,1.0,2:01,Welterweight
Yoshihiro Akiyama,170,Katsuhiko Nagata,WIN,KO/TKO,1.0,2:25,Welterweight
Yoshihiro Akiyama,170,Tokimitsu Ishizawa,WIN,Submission,2.0,1:41,Welterweight
Yoshihiro Akiyama,170,Masakatsu Okuda,WIN,KO/TKO,1.0,3:31,Welterweight
Yoshihiro Akiyama,170,Michael Lerma,WIN,KO/TKO,1.0,2:47,Welterweight
Yoshihiro Akiyama,170,Carl Toomey,WIN,Submission,1.0,0:59,Welterweight
Yoshihiro Akiyama,170,Jerome LeBanner,LOSS,KO/TKO,1.0,2:24,Welterweight
Yoshihiro Akiyama,170,Francois Botha,WIN,Submission,1.0,1:54,Welterweight
Rostem Akman,170,Jake Matthews,LOSS,Decision,3.0,5:00,Welterweight
Rostem Akman,170,Sergey Khandozhko,LOSS,Decision,3.0,5:00,Welterweight
Razak Al-Hassan,205,Kyle Kingsbury,LOSS,Decision,3.0,5:00,Light Heavyweight
Razak Al-Hassan,205,Steve Cantwell,LOSS,Submission,1.0,4:04,Light Heavyweight
Mostapha Al-Turk,245,Jon Madsen,LOSS,Decision,3.0,5:00,Heavyweight
Mostapha Al-Turk,245,Mirko Filipovic,LOSS,KO/TKO,1.0,3:06,Heavyweight
Mostapha Al-Turk,245,Cheick Kongo,LOSS,KO/TKO,1.0,4:37,Heavyweight
Herdem Alacabek,205,William Knight,LOSS,KO/TKO,3.0,4:34,Light Heavyweight
Javi Alanis,135,Adam Antolin,LOSS,KO/TKO,2.0,1:41,Bantamweight
Alatengheili,135,Chad Anheliger,WIN,Decision,3.0,5:00,Bantamweight
Alatengheili,135,Kevin Croom,WIN,KO/TKO,1.0,0:47,Bantamweight
Alatengheili,135,Casey Kenney,LOSS,Decision,3.0,5:00,Bantamweight
Alatengheili,135,Ryan Benoit,WIN,Decision,3.0,5:00,Bantamweight
Alatengheili,135,Batgerel Danaa,WIN,Decision,3.0,5:00,Bantamweight
Amir Albazi,125,Alessandro Costa,WIN,KO/TKO,3.0,2:13,Flyweight
Amir Albazi,125,Francisco Figueiredo,WIN,Submission,1.0,4:34,Flyweight
Amir Albazi,125,Zhalgas Zhumagulov,WIN,Decision,3.0,5:00,Flyweight
Amir Albazi,125,Malcolm Gordon,WIN,Submission,1.0,4:42,Flyweight
Brett Albee,225,Virgil Zwicker,LOSS,KO/TKO,1.0,1:46,Heavyweight
John Albert,135,Yaotzin Meza,LOSS,Submission,2.0,2:49,Bantamweight
John Albert,135,Scott Jorgensen,LOSS,Submission,1.0,4:59,Bantamweight
John Albert,135,Erik Perez,LOSS,Submission,1.0,4:18,Bantamweight
John Albert,135,Ivan Menjivar,LOSS,Submission,1.0,3:45,Bantamweight
John Albert,135,Dustin Pague,WIN,KO/TKO,1.0,1:09,Bantamweight
Junior Albini,264,Maurice Greene,LOSS,KO/TKO,1.0,3:38,Heavyweight
Junior Albini,264,Jairzinho Rozenstruik,LOSS,KO/TKO,2.0,0:54,Heavyweight
Junior Albini,264,Aleksei Oleinik,LOSS,Submission,1.0,1:45,Heavyweight
Junior Albini,264,Andrei Arlovski,LOSS,Decision,3.0,5:00,Heavyweight
Junior Albini,264,Timothy Johnson,WIN,KO/TKO,1.0,2:51,Heavyweight
Wes Albritton,188,Tito Ortiz,LOSS,KO/TKO,1.0,0:31,Light Heavyweight
Aleksandra Albu,115,Loma Lookboonmee,LOSS,Decision,3.0,5:00,Strawweight
Aleksandra Albu,115,Emily Whitmire,LOSS,Submission,1.0,1:01,Strawweight
Aleksandra Albu,115,Kailin Curran,WIN,Decision,3.0,5:00,Strawweight
Aleksandra Albu,115,Izabela Badurek,WIN,Submission,2.0,3:34,Strawweight
Israel Albuquerque,185,Anderson Silva,LOSS,KO/TKO,1.0,6:17,Middleweight
Juan Alcain,--,Mario Rivera,WIN,Decision,3.0,3:00,Unknown
Iuri Alcantara,135,Cory Sandhagen,LOSS,KO/TKO,2.0,1:01,Bantamweight
Iuri Alcantara,135,Joe Soto,WIN,KO/TKO,1.0,1:06,Bantamweight
Iuri Alcantara,135,Alejandro Perez,LOSS,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Brian Kelleher,LOSS,Submission,1.0,1:48,Bantamweight
Iuri Alcantara,135,Luke Sanders,WIN,Submission,2.0,3:13,Bantamweight
Iuri Alcantara,135,Brad Pickett,WIN,Submission,1.0,1:59,Bantamweight
Iuri Alcantara,135,Jimmie Rivera,LOSS,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Leandro Issa,WIN,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Frankie Saenz,LOSS,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Russell Doane,WIN,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Vaughan Lee,WIN,KO/TKO,1.0,0:25,Bantamweight
Iuri Alcantara,135,Wilson Reis,WIN,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Urijah Faber,LOSS,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Iliarde Santos,WIN,KO/TKO,1.0,2:31,Bantamweight
Iuri Alcantara,135,Hacran Dias,LOSS,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Michihiro Omigawa,WIN,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Felipe Arantes,WIN,Decision,3.0,5:00,Bantamweight
Iuri Alcantara,135,Ricardo Lamas,WIN,KO/TKO,1.0,3:26,Bantamweight
Ildemar Alcantara,185,Kevin Casey,LOSS,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Richardson Moreira,WIN,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Kenny Robertson,LOSS,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Albert Tumenov,WIN,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Igor Araujo,LOSS,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Leandro Silva,WIN,Decision,3.0,5:00,Middleweight
Ildemar Alcantara,185,Wagner Prado,WIN,Submission,2.0,2:39,Middleweight
Gilbert Aldana,250,Cheick Kongo,LOSS,KO/TKO,1.0,4:13,Heavyweight
Gilbert Aldana,250,Paul Buentello,LOSS,KO/TKO,2.0,2:27,Heavyweight
Irene Aldana,135,Macy Chiasson,WIN,KO/TKO,3.0,2:21,Bantamweight
Irene Aldana,135,Yana Santos,WIN,KO/TKO,1.0,4:35,Bantamweight
Irene Aldana,135,Holly Holm,LOSS,Decision,5.0,5:00,Bantamweight
Irene Aldana,135,Ketlen Vieira,WIN,KO/TKO,1.0,4:51,Bantamweight
Irene Aldana,135,Vanessa Melo,WIN,Decision,3.0,5:00,Bantamweight
Irene Aldana,135,Raquel Pennington,LOSS,Decision,3.0,5:00,Bantamweight
Irene Aldana,135,Bethe Correia,WIN,Submission,3.0,3:24,Bantamweight
Irene Aldana,135,Lucie Pudilova,WIN,Decision,3.0,5:00,Bantamweight
Irene Aldana,135,Talita Bernardo,WIN,Decision,3.0,5:00,Bantamweight
Irene Aldana,135,Katlyn Chookagian,LOSS,Decision,3.0,5:00,Bantamweight
Irene Aldana,135,Leslie Smith,LOSS,Decision,3.0,5:00,Bantamweight
Hector Aldana,170,Miguel Baeza,LOSS,KO/TKO,2.0,2:32,Welterweight
Hector Aldana,170,Laureano Staropoli,LOSS,Decision,3.0,5:00,Welterweight
Hector Aldana,170,Song Kenan,LOSS,KO/TKO,2.0,4:45,Welterweight
Jose Alday,135,Saimon Oliveira,LOSS,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Merab Dvalishvili,LOSS,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Rob Font,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Pedro Munhoz,WIN,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Marlon Vera,WIN,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Petr Yan,LOSS,KO/TKO,5.0,3:24,Bantamweight
Jose Aldo,135,Marlon Moraes,LOSS,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Alexander Volkanovski,LOSS,Decision,3.0,5:00,Bantamweight
Jose Aldo,135,Renato Moicano,WIN,KO/TKO,2.0,0:44,Bantamweight
Jose Aldo,135,Jeremy Stephens,WIN,KO/TKO,1.0,4:19,Bantamweight
Jose Aldo,135,Max Holloway,LOSS,KO/TKO,3.0,4:51,Bantamweight
Jose Aldo,135,Max Holloway,LOSS,KO/TKO,3.0,4:13,Bantamweight
Jose Aldo,135,Frankie Edgar,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Conor McGregor,LOSS,KO/TKO,1.0,0:13,Bantamweight
Jose Aldo,135,Chad Mendes,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Ricardo Lamas,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Chan Sung Jung,WIN,KO/TKO,4.0,2:00,Bantamweight
Jose Aldo,135,Frankie Edgar,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Chad Mendes,WIN,KO/TKO,1.0,4:59,Bantamweight
Jose Aldo,135,Kenny Florian,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Mark Hominick,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Manvel Gamburyan,WIN,KO/TKO,2.0,1:32,Bantamweight
Jose Aldo,135,Urijah Faber,WIN,Decision,5.0,5:00,Bantamweight
Jose Aldo,135,Mike Brown,WIN,KO/TKO,2.0,1:20,Bantamweight
Jose Aldo,135,Cub Swanson,WIN,KO/TKO,1.0,0:08,Bantamweight
Jose Aldo,135,Chris Mickle,WIN,KO/TKO,1.0,1:39,Bantamweight
Jose Aldo,135,Rolando Perez,WIN,KO/TKO,1.0,4:15,Bantamweight
Jose Aldo,135,Jonathan Brookins,WIN,KO/TKO,3.0,0:45,Bantamweight
Jose Aldo,135,Alexandre Franca Nogueira,WIN,KO/TKO,2.0,3:22,Bantamweight
JJ Aldrich,125,Ariane Lipski,LOSS,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Erin Blanchfield,LOSS,Submission,2.0,2:38,Flyweight
JJ Aldrich,125,Gillian Robertson,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Vanessa Demopoulos,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Cortney Casey,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Sabina Mazo,LOSS,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Lauren Mueller,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Maycee Barber,LOSS,KO/TKO,2.0,3:01,Flyweight
JJ Aldrich,125,Polyana Viana,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Danielle Taylor,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Chan-Mi Jeon,WIN,Decision,3.0,5:00,Flyweight
JJ Aldrich,125,Juliana Lima,LOSS,Decision,3.0,5:00,Flyweight
Jim Alers,145,Jason Knight,LOSS,Decision,3.0,5:00,Featherweight
Jim Alers,145,Chas Skelly,LOSS,KO/TKO,2.0,4:59,Featherweight
Jim Alers,145,Alan Omer,WIN,Decision,3.0,5:00,Featherweight
John Alessio,155,Shane Roller,LOSS,Decision,3.0,5:00,Lightweight
John Alessio,155,Mark Bocek,LOSS,Decision,3.0,5:00,Lightweight
John Alessio,155,Andre Galvao,LOSS,Submission,1.0,7:34,Lightweight
John Alessio,155,Todd Moore,WIN,Decision,3.0,5:00,Lightweight
John Alessio,155,Marcelo Brito,WIN,Decision,3.0,5:00,Lightweight
John Alessio,155,Alex Serdyukov,WIN,Submission,1.0,1:17,Lightweight
John Alessio,155,Carlos Condit,LOSS,Submission,2.0,4:59,Lightweight
John Alessio,155,Brian Gassaway,WIN,Submission,1.0,4:50,Lightweight
John Alessio,155,Thiago Alves,LOSS,Decision,3.0,5:00,Lightweight
John Alessio,155,Alex Serdyukov,WIN,Submission,3.0,1:52,Lightweight
John Alessio,155,Diego Sanchez,LOSS,Decision,3.0,5:00,Lightweight
John Alessio,155,Pat Miletich,LOSS,Submission,2.0,1:43,Lightweight
Houston Alexander,205,Kevin Ferguson,LOSS,Decision,3.0,5:00,Light Heavyweight
Houston Alexander,205,Eric Schafer,LOSS,Submission,1.0,4:53,Light Heavyweight
Houston Alexander,205,James Irvin,LOSS,KO/TKO,1.0,0:08,Light Heavyweight
Houston Alexander,205,Thiago Silva,LOSS,KO/TKO,1.0,3:25,Light Heavyweight
Houston Alexander,205,Alessio Sakara,WIN,KO/TKO,1.0,1:01,Light Heavyweight
Houston Alexander,205,Keith Jardine,WIN,KO/TKO,1.0,0:48,Light Heavyweight
Kenneth Alexander,155,Rob McCullough,LOSS,Decision,3.0,5:00,Lightweight
Lucas Alexander,145,Steven Peterson,WIN,Decision,3.0,5:00,Featherweight
Lucas Alexander,145,Joanderson Brito,LOSS,Submission,1.0,2:02,Featherweight
Marcio Alexandre Junior,185,Leonardo Silva de Oliveira,WIN,Submission,1.0,1:52,Middleweight
Marcio Alexandre Junior,185,Court McGee,LOSS,Decision,3.0,5:00,Middleweight
Marcio Alexandre Junior,185,Tim Means,LOSS,Decision,3.0,5:00,Middleweight
Marcio Alexandre Junior,185,Warlley Alves,LOSS,Submission,3.0,0:25,Middleweight
Olaf Alfonso,170,Alex Karalexis,LOSS,KO/TKO,2.0,3:53,Welterweight
Olaf Alfonso,170,John Polakowski,LOSS,Decision,3.0,5:00,Welterweight
Olaf Alfonso,170,Hayato Sakurai,LOSS,KO/TKO,1.0,1:54,Welterweight
Olaf Alfonso,170,Gilbert Melendez,LOSS,KO/TKO,3.0,4:54,Welterweight
Pablo Alfonso,145,Marcos da Matta,WIN,Submission,1.0,1:47,Featherweight
Bill Algeo,145,TJ Brown,WIN,Submission,2.0,1:40,Featherweight
Bill Algeo,145,Andre Fili,LOSS,Decision,3.0,5:00,Featherweight
Bill Algeo,145,Herbert Burns,WIN,KO/TKO,2.0,1:50,Featherweight
Bill Algeo,145,Joanderson Brito,WIN,Decision,3.0,5:00,Featherweight
Bill Algeo,145,Ricardo Ramos,LOSS,Decision,3.0,5:00,Featherweight
Bill Algeo,145,Spike Carlyle,WIN,Decision,3.0,5:00,Featherweight
Bill Algeo,145,Ricardo Lamas,LOSS,Decision,3.0,5:00,Featherweight
Bill Algeo,145,Brendan Loughnane,LOSS,Decision,3.0,5:00,Featherweight
Royce Alger,199,Eugene Jackson,LOSS,KO/TKO,2.0,1:19,Light Heavyweight
Royce Alger,199,Enson Inoue,LOSS,Submission,1.0,1:36,Light Heavyweight
Sultan Aliev,170,Keita Nakamura,WIN,Decision,3.0,5:00,Welterweight
Sultan Aliev,170,Warlley Alves,LOSS,KO/TKO,2.0,5:00,Welterweight
Sultan Aliev,170,Bojan Velickovic,WIN,Decision,3.0,5:00,Welterweight
