Full Name,Weight,Matchup,Outcome,Method,Round,Time,Weight Class
Nicholas Musoke,170,Alexander Yakovlev,WIN,Decision,3.0,5:00,Welterweight
Nicholas Musoke,170,Kelvin Gastelum,LOSS,Decision,3.0,5:00,Welterweight
Nicholas Musoke,170,Viscardi Andrade,WIN,Decision,3.0,5:00,Welterweight
Nicholas Musoke,170,Alessio Sakara,WIN,Submission,1.0,3:07,Welterweight
Andre Mussi,242,Brandon Vera,LOSS,KO/TKO,1.0,0:51,Heavyweight
Magomed Mustafaev,155,Brad Riddell,LOSS,Decision,3.0,5:00,Lightweight
Magomed Mustafaev,155,Rafael Fiziev,WIN,KO/TKO,1.0,1:26,Lightweight
Magomed Mustafaev,155,Kevin Lee,LOSS,Submission,2.0,4:31,Lightweight
Magomed Mustafaev,155,Joe Proctor,WIN,KO/TKO,1.0,1:54,Lightweight
Magomed Mustafaev,155,Piotr Hallmann,WIN,KO/TKO,2.0,3:24,Lightweight
Max Mustaki,155,Jalin Turner,LOSS,KO/TKO,1.0,5:00,Lightweight
Elvis Mutapcic,185,Anthony Smith,LOSS,KO/TKO,2.0,3:27,Middleweight
Elvis Mutapcic,185,Francimar Barroso,LOSS,Decision,3.0,5:00,Middleweight
Fiona Muxlow,145,Marloes Coenen,LOSS,Submission,1.0,3:29,Featherweight
Ho Bae Myeon,168,Marius Zaromskis,LOSS,KO/TKO,1.0,0:19,Welterweight
Katsuhiko Nagata,154,Vitor Ribeiro,LOSS,KO/TKO,1.0,7:58,Lightweight
Katsuhiko Nagata,154,Shinya Aoki,LOSS,Submission,1.0,5:12,Lightweight
Katsuhiko Nagata,154,Artur Oumakhanov,WIN,Decision,2.0,5:00,Lightweight
Katsuhiko Nagata,154,Yoshihiro Akiyama,LOSS,KO/TKO,1.0,2:25,Lightweight
Yuji Nagata,225,Fedor Emelianenko,LOSS,KO/TKO,1.0,1:02,Heavyweight
Yuji Nagata,225,Mirko Filipovic,LOSS,KO/TKO,1.0,0:21,Heavyweight
Greg Nagy,210,Herschel Walker,LOSS,KO/TKO,3.0,2:17,Heavyweight
Muhammad Naimov,145,Collin Anglin,LOSS,Decision,3.0,5:00,Featherweight
Yukiya Naito,205,Muhammed Lawal,LOSS,KO/TKO,1.0,3:54,Light Heavyweight
Andrews Nakahara,185,Ryo Chonan,LOSS,Decision,2.0,5:00,Middleweight
Andrews Nakahara,185,Shungo Oyama,WIN,KO/TKO,1.0,2:00,Middleweight
Andrews Nakahara,185,Dong Sik Yoon,WIN,KO/TKO,2.0,0:30,Middleweight
Andrews Nakahara,185,Kazushi Sakuraba,LOSS,Submission,1.0,8:20,Middleweight
Rin Nakai,135,Leslie Smith,LOSS,Decision,3.0,5:00,Bantamweight
Rin Nakai,135,Miesha Tate,LOSS,Decision,3.0,5:00,Bantamweight
Kazuhiro Nakamura,205,Gerald Harris,LOSS,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Karl Amoussou,WIN,Decision,2.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Rameau Thierry Sokoudjou,LOSS,KO/TKO,1.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Lyoto Machida,LOSS,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Mauricio Rua,LOSS,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Travis Galbraith,WIN,KO/TKO,2.0,1:16,Light Heavyweight
Kazuhiro Nakamura,205,Yoshihiro Nakao,WIN,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Evangelista Santos,WIN,Submission,1.0,4:49,Light Heavyweight
Kazuhiro Nakamura,205,Josh Barnett,LOSS,Submission,1.0,8:10,Light Heavyweight
Kazuhiro Nakamura,205,Yuki Kondo,WIN,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Igor Vovchanchyn,WIN,Decision,2.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Wanderlei Silva,LOSS,KO/TKO,1.0,5:24,Light Heavyweight
Kazuhiro Nakamura,205,Kevin Randleman,WIN,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Stefan Leko,WIN,KO/TKO,1.0,0:54,Light Heavyweight
Kazuhiro Nakamura,205,Dan Henderson,LOSS,KO/TKO,1.0,1:15,Light Heavyweight
Kazuhiro Nakamura,205,Murilo Bustamante,WIN,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Rogerio Nogueira,LOSS,Decision,2.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Chalid Arrab,WIN,Submission,1.0,4:45,Light Heavyweight
Kazuhiro Nakamura,205,Dos Caras Jr.,WIN,Decision,3.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Daniel Gracie,WIN,Decision,2.0,5:00,Light Heavyweight
Kazuhiro Nakamura,205,Rogerio Nogueira,LOSS,Submission,2.0,3:49,Light Heavyweight
Keita Nakamura,170,Sultan Aliev,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Salim Touahri,WIN,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Anthony Rocco Martin,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Alex Morono,WIN,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Elizeu Zaleski dos Santos,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Kyle Noke,WIN,Submission,2.0,4:59,Welterweight
Keita Nakamura,170,Tom Breese,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Li Jingliang,WIN,Submission,3.0,2:17,Welterweight
Keita Nakamura,170,Adriano Martins,WIN,Decision,2.0,5:00,Welterweight
Keita Nakamura,170,Rob Emerson,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Drew Fickett,LOSS,Decision,3.0,5:00,Welterweight
Keita Nakamura,170,Brock Larson,LOSS,Decision,3.0,5:00,Welterweight
Daisuke Nakamura,154,Katsunori Kikuno,LOSS,Decision,2.0,5:00,Lightweight
Daisuke Nakamura,154,Justin Wilcox,LOSS,Decision,3.0,5:00,Lightweight
Daisuke Nakamura,154,Mitsuhiro Ishida,LOSS,Decision,2.0,5:00,Lightweight
Daisuke Nakamura,154,Hideo Tokoro,WIN,Submission,1.0,2:23,Lightweight
Daisuke Nakamura,154,Andy Ologun,WIN,Submission,1.0,3:41,Lightweight
Daisuke Nakamura,154,Bu-Kyung Jung,WIN,KO/TKO,2.0,1:05,Lightweight
Daisuke Nakamura,154,Seichi Ikemoto,WIN,Submission,1.0,3:36,Lightweight
Daisuke Nakamura,154,Marcus Aurelio,LOSS,Decision,2.0,5:00,Lightweight
Yusaku Nakamura,145,Atsushi Yamamoto,LOSS,KO/TKO,1.0,8:43,Featherweight
Rinya Nakamura,135,Toshiomi Kazama,WIN,KO/TKO,1.0,0:33,Bantamweight
Rinya Nakamura,135,Shohei Nose,WIN,KO/TKO,1.0,2:21,Bantamweight
Rinya Nakamura,135,Gugun Gusman,WIN,Submission,1.0,3:24,Bantamweight
Jutaro Nakao,170,Marcus Aurelio,LOSS,Decision,2.0,5:00,Welterweight
Jutaro Nakao,170,Shinya Aoki,WIN,KO/TKO,1.0,4:29,Welterweight
Jutaro Nakao,170,Sean Sherk,LOSS,Decision,3.0,5:00,Welterweight
Jutaro Nakao,170,Tony DeSouza,WIN,KO/TKO,2.0,0:15,Welterweight
Yoshihiro Nakao,220,Edson Drago,WIN,Submission,1.0,9:15,Heavyweight
Yoshihiro Nakao,220,Kazuhiro Nakamura,LOSS,Decision,3.0,5:00,Heavyweight
Yoshihiro Nakao,220,Eun Soo Lee,WIN,KO/TKO,1.0,4:16,Heavyweight
Yui Chul Nam,145,Mike de la Torre,LOSS,Decision,3.0,5:00,Featherweight
Yui Chul Nam,145,Phillipe Nover,LOSS,Decision,3.0,5:00,Featherweight
Yui Chul Nam,145,Kazuki Tokudome,WIN,Decision,3.0,5:00,Featherweight
Tyson Nam,125,Bruno Silva,LOSS,Submission,2.0,1:23,Flyweight
Tyson Nam,125,Ode Osbourne,WIN,KO/TKO,1.0,2:59,Flyweight
Tyson Nam,125,Matt Schnell,LOSS,Decision,3.0,5:00,Flyweight
Tyson Nam,125,Jerome Rivera,WIN,KO/TKO,2.0,0:34,Flyweight
Tyson Nam,125,Zarrukh Adashev,WIN,KO/TKO,1.0,0:32,Flyweight
Tyson Nam,125,Kai Kara-France,LOSS,Decision,3.0,5:00,Flyweight
Tyson Nam,125,Sergio Pettis,LOSS,Decision,3.0,5:00,Flyweight
Rose Namajunas,115,Carla Esparza,LOSS,Decision,5.0,5:00,Strawweight
Rose Namajunas,115,Zhang Weili,WIN,Decision,5.0,5:00,Strawweight
Rose Namajunas,115,Zhang Weili,WIN,KO/TKO,1.0,1:18,Strawweight
Rose Namajunas,115,Jessica Andrade,WIN,Decision,3.0,5:00,Strawweight
Rose Namajunas,115,Jessica Andrade,LOSS,KO/TKO,2.0,2:58,Strawweight
Rose Namajunas,115,Joanna Jedrzejczyk,WIN,Decision,5.0,5:00,Strawweight
Rose Namajunas,115,Joanna Jedrzejczyk,WIN,KO/TKO,1.0,3:03,Strawweight
Rose Namajunas,115,Michelle Waterson-Gomez,WIN,Submission,2.0,2:47,Strawweight
Rose Namajunas,115,Karolina Kowalkiewicz,LOSS,Decision,3.0,5:00,Strawweight
Rose Namajunas,115,Tecia Torres,WIN,Decision,3.0,5:00,Strawweight
Rose Namajunas,115,Paige VanZant,WIN,Submission,5.0,2:25,Strawweight
Rose Namajunas,115,Angela Hill,WIN,Submission,1.0,2:47,Strawweight
Rose Namajunas,115,Carla Esparza,LOSS,Submission,3.0,1:26,Strawweight
Yasuhito Namekawa,205,Mauricio Rua,LOSS,KO/TKO,1.0,6:02,Light Heavyweight
Yasuhito Namekawa,205,Egidijus Valavicius,WIN,Submission,1.0,1:05,Light Heavyweight
Nad Narimani,145,Grant Dawson,LOSS,Decision,3.0,5:00,Featherweight
Nad Narimani,145,Mike Grundy,LOSS,KO/TKO,2.0,4:42,Featherweight
Nad Narimani,145,Anderson Dos Santos,WIN,Decision,3.0,5:00,Featherweight
Nad Narimani,145,Khalid Taha,WIN,Decision,3.0,5:00,Featherweight
Roger Narvaez,185,Elias Theodorou,LOSS,KO/TKO,2.0,4:07,Middleweight
Roger Narvaez,185,Luke Barnatt,WIN,Decision,3.0,5:00,Middleweight
Roger Narvaez,185,Patrick Cummins,LOSS,KO/TKO,2.0,2:28,Middleweight
Fabio Nascimento,185,Matt Lindland,LOSS,Decision,3.0,5:00,Middleweight
Fabio Nascimento,185,Rousimar Palhares,LOSS,Submission,1.0,2:43,Middleweight
Allan Nascimento,125,Carlos Hernandez,WIN,Submission,1.0,3:16,Flyweight
Allan Nascimento,125,Jake Hadley,WIN,Decision,3.0,5:00,Flyweight
Allan Nascimento,125,Tagir Ulanbekov,LOSS,Decision,3.0,5:00,Flyweight
Allan Nascimento,125,Raulian Paiva,LOSS,Decision,3.0,5:00,Flyweight
Rodrigo Nascimento,246,Tanner Boser,WIN,Decision,3.0,5:00,Heavyweight
Rodrigo Nascimento,246,Alan Baudot,WIN,KO/TKO,2.0,1:29,Heavyweight
Rodrigo Nascimento,246,Chris Daukaus,LOSS,KO/TKO,1.0,0:45,Heavyweight
Rodrigo Nascimento,246,Don'Tale Mayes,WIN,Submission,2.0,2:05,Heavyweight
Rodrigo Nascimento,246,Michal Martinek,WIN,Submission,1.0,3:16,Heavyweight
Bobby Nash,170,Song Kenan,LOSS,KO/TKO,1.0,0:15,Welterweight
Bobby Nash,170,Danny Roberts,LOSS,KO/TKO,2.0,3:59,Welterweight
Bobby Nash,170,Li Jingliang,LOSS,KO/TKO,2.0,4:45,Welterweight
Reza Nasri,205,Brian Johnston,LOSS,KO/TKO,1.0,0:28,Light Heavyweight
Nasrudin Nasrudinov,205,Jailton Almeida,LOSS,Submission,2.0,1:49,Light Heavyweight
Pawel Nastula,230,Josh Barnett,LOSS,Submission,2.0,3:04,Heavyweight
Pawel Nastula,230,Edson Drago,WIN,Submission,1.0,4:33,Heavyweight
Pawel Nastula,230,Aleksander Emelianenko,LOSS,Submission,1.0,8:45,Heavyweight
Pawel Nastula,230,Antonio Rodrigo Nogueira,LOSS,KO/TKO,1.0,8:38,Heavyweight
Rafael Natal,185,Eryk Anders,LOSS,KO/TKO,1.0,2:54,Middleweight
Rafael Natal,185,Tim Boetsch,LOSS,KO/TKO,1.0,3:22,Middleweight
Rafael Natal,185,Robert Whittaker,LOSS,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Kevin Casey,WIN,KO/TKO,3.0,3:37,Middleweight
Rafael Natal,185,Uriah Hall,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Tom Watson,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Chris Camozzi,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Ed Herman,LOSS,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Tim Kennedy,LOSS,KO/TKO,1.0,4:40,Middleweight
Rafael Natal,185,Tor Troeng,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Joao Zeferino,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Sean Spencer,WIN,Submission,3.0,2:13,Middleweight
Rafael Natal,185,Andrew Craig,LOSS,KO/TKO,2.0,4:52,Middleweight
Rafael Natal,185,Michael Kuiper,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Paul Bradley,WIN,Decision,3.0,5:00,Middleweight
Rafael Natal,185,Rich Attonito,LOSS,Decision,3.0,5:00,Middleweight
Kevin Natividad,135,Ricky Turcios,LOSS,Decision,3.0,5:00,Bantamweight
Kevin Natividad,135,Batgerel Danaa,LOSS,KO/TKO,1.0,0:50,Bantamweight
Kevin Natividad,135,Miles Johns,LOSS,KO/TKO,3.0,2:51,Bantamweight
Ismail Naurdiev,170,Sean Brady,LOSS,Decision,3.0,5:00,Welterweight
Ismail Naurdiev,170,Siyar Bahadurzada,WIN,Decision,3.0,5:00,Welterweight
Ismail Naurdiev,170,Chance Rencountre,LOSS,Decision,3.0,5:00,Welterweight
Ismail Naurdiev,170,Michel Prazeres,WIN,Decision,3.0,5:00,Welterweight
Tafon Nchukwi,205,Carlos Ulberg,LOSS,KO/TKO,1.0,1:15,Light Heavyweight
Tafon Nchukwi,205,Azamat Murzakanov,LOSS,KO/TKO,3.0,0:44,Light Heavyweight
Tafon Nchukwi,205,Mike Rodriguez,WIN,Decision,3.0,5:00,Light Heavyweight
Tafon Nchukwi,205,JunYong Park,LOSS,Decision,3.0,5:00,Light Heavyweight
Tafon Nchukwi,205,Jamie Pickett,WIN,Decision,3.0,5:00,Light Heavyweight
Tafon Nchukwi,205,Al Matavao,WIN,KO/TKO,2.0,2:01,Light Heavyweight
Dustin Neace,145,Bryan Caraway,LOSS,Submission,2.0,3:38,Featherweight
Dustin Neace,145,Jeff Curran,LOSS,Submission,1.0,1:39,Featherweight
Josh Neal,185,Kurt Osiander,LOSS,KO/TKO,1.0,2:16,Middleweight
Josh Neal,185,Luke Rockhold,LOSS,KO/TKO,1.0,1:49,Middleweight
Josh Neal,185,Eric Lawson,LOSS,Submission,2.0,0:20,Middleweight
Geoff Neal,170,Shavkat Rakhmonov,LOSS,Submission,3.0,4:17,Welterweight
Geoff Neal,170,Vicente Luque,WIN,KO/TKO,3.0,2:01,Welterweight
Geoff Neal,170,Santiago Ponzinibbio,WIN,Decision,3.0,5:00,Welterweight
Geoff Neal,170,Neil Magny,LOSS,Decision,3.0,5:00,Welterweight
Geoff Neal,170,Stephen Thompson,LOSS,Decision,5.0,5:00,Welterweight
Geoff Neal,170,Mike Perry,WIN,KO/TKO,1.0,1:30,Welterweight
Geoff Neal,170,Niko Price,WIN,KO/TKO,2.0,2:39,Welterweight
Geoff Neal,170,Belal Muhammad,WIN,Decision,3.0,5:00,Welterweight
Geoff Neal,170,Frank Camacho,WIN,KO/TKO,2.0,1:23,Welterweight
Geoff Neal,170,Brian Camozzi,WIN,Submission,1.0,2:48,Welterweight
Geoff Neal,170,Chase Waldon,WIN,KO/TKO,1.0,1:56,Welterweight
Stanislav Nedkov,205,Nikita Krylov,LOSS,Submission,1.0,1:24,Light Heavyweight
Stanislav Nedkov,205,Tom Watson,LOSS,KO/TKO,2.0,4:42,Light Heavyweight
Stanislav Nedkov,205,Luiz Cane,WIN,KO/TKO,1.0,4:13,Light Heavyweight
Josh Neer,170,Court McGee,LOSS,Decision,3.0,5:00,Welterweight
Josh Neer,170,Justin Edwards,LOSS,Submission,1.0,0:45,Welterweight
Josh Neer,170,Mike Pyle,LOSS,KO/TKO,1.0,4:56,Welterweight
Josh Neer,170,Duane Ludwig,WIN,Submission,1.0,3:04,Welterweight
Josh Neer,170,Keith Wisniewski,WIN,KO/TKO,2.0,5:00,Welterweight
Josh Neer,170,Gleison Tibau,LOSS,Decision,3.0,5:00,Welterweight
Josh Neer,170,Kurt Pellegrino,LOSS,Decision,3.0,5:00,Welterweight
Josh Neer,170,Mac Danzig,WIN,Submission,2.0,3:36,Welterweight
Josh Neer,170,Nate Diaz,LOSS,Decision,3.0,5:00,Welterweight
Josh Neer,170,Din Thomas,WIN,Decision,3.0,5:00,Welterweight
Josh Neer,170,Nick Diaz,LOSS,Submission,3.0,1:42,Welterweight
Josh Neer,170,Joshua Burkman,LOSS,Decision,3.0,5:00,Welterweight
Josh Neer,170,Joe Stevenson,WIN,Decision,3.0,5:00,Welterweight
Josh Neer,170,Melvin Guillard,WIN,Submission,1.0,4:20,Welterweight
Josh Neer,170,Drew Fickett,LOSS,Submission,1.0,1:35,Welterweight
Nicolae Negumereanu,205,Carlos Ulberg,LOSS,KO/TKO,1.0,3:44,Light Heavyweight
Nicolae Negumereanu,205,Ihor Potieria,WIN,KO/TKO,2.0,3:33,Light Heavyweight
Nicolae Negumereanu,205,Kennedy Nzechukwu,WIN,Decision,3.0,5:00,Light Heavyweight
Nicolae Negumereanu,205,Ike Villanueva,WIN,KO/TKO,1.0,1:18,Light Heavyweight
Nicolae Negumereanu,205,Aleksa Camur,WIN,Decision,3.0,5:00,Light Heavyweight
Nicolae Negumereanu,205,Saparbeg Safarov,LOSS,Decision,3.0,5:00,Light Heavyweight
Steve Nelmark,240,David Abbott,LOSS,KO/TKO,1.0,1:03,Heavyweight
Steve Nelmark,240,Marcus Bossett,WIN,Submission,1.0,1:37,Heavyweight
Steve Nelmark,240,Tai Bowden,WIN,KO/TKO,1.0,7:25,Heavyweight
Shane Nelson,155,Matt Wiman,LOSS,Decision,3.0,5:00,Lightweight
Shane Nelson,155,Aaron Riley,LOSS,Decision,3.0,5:00,Lightweight
Shane Nelson,155,Aaron Riley,WIN,KO/TKO,1.0,0:44,Lightweight
Shane Nelson,155,George Roop,WIN,Decision,3.0,5:00,Lightweight
Roy Nelson,263,Alexander Volkov,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Antonio Silva,WIN,KO/TKO,2.0,4:10,Heavyweight
Roy Nelson,263,Derrick Lewis,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Jared Rosholt,WIN,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Josh Barnett,LOSS,Decision,5.0,5:00,Heavyweight
Roy Nelson,263,Alistair Overeem,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Mark Hunt,LOSS,KO/TKO,2.0,3:00,Heavyweight
Roy Nelson,263,Antonio Rodrigo Nogueira,WIN,KO/TKO,1.0,3:37,Heavyweight
Roy Nelson,263,Daniel Cormier,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Stipe Miocic,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Cheick Kongo,WIN,KO/TKO,1.0,2:03,Heavyweight
Roy Nelson,263,Matt Mitrione,WIN,KO/TKO,1.0,2:58,Heavyweight
Roy Nelson,263,Dave Herman,WIN,KO/TKO,1.0,0:51,Heavyweight
Roy Nelson,263,Fabricio Werdum,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Mirko Filipovic,WIN,KO/TKO,3.0,1:30,Heavyweight
Roy Nelson,263,Frank Mir,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Junior Dos Santos,LOSS,Decision,3.0,5:00,Heavyweight
Roy Nelson,263,Stefan Struve,WIN,KO/TKO,1.0,0:39,Heavyweight
Roy Nelson,263,Brendan Schaub,WIN,KO/TKO,1.0,3:45,Heavyweight
Roy Nelson,263,Andrei Arlovski,LOSS,KO/TKO,2.0,3:14,Heavyweight
Roy Nelson,263,Ben Rothwell,LOSS,Decision,3.0,4:00,Heavyweight
Gunnar Nelson,170,Bryan Barberena,WIN,Submission,1.0,4:51,Welterweight
Gunnar Nelson,170,Takashi Sato,WIN,Decision,3.0,5:00,Welterweight
Gunnar Nelson,170,Gilbert Burns,LOSS,Decision,3.0,5:00,Welterweight
Gunnar Nelson,170,Leon Edwards,LOSS,Decision,3.0,5:00,Welterweight
Gunnar Nelson,170,Alex Oliveira,WIN,Submission,2.0,4:17,Welterweight
Gunnar Nelson,170,Santiago Ponzinibbio,LOSS,KO/TKO,1.0,1:22,Welterweight
Gunnar Nelson,170,Alan Jouban,WIN,Submission,2.0,0:46,Welterweight
Gunnar Nelson,170,Albert Tumenov,WIN,Submission,2.0,3:15,Welterweight
Gunnar Nelson,170,Demian Maia,LOSS,Decision,3.0,5:00,Welterweight
Gunnar Nelson,170,Brandon Thatch,WIN,Submission,1.0,2:54,Welterweight
Gunnar Nelson,170,Rick Story,LOSS,Decision,5.0,5:00,Welterweight
Gunnar Nelson,170,Zak Cummings,WIN,Submission,2.0,4:48,Welterweight
Gunnar Nelson,170,Omari Akhmedov,WIN,Submission,1.0,4:36,Welterweight
Gunnar Nelson,170,Jorge Santiago,WIN,Decision,3.0,5:00,Welterweight
Gunnar Nelson,170,DaMarques Johnson,WIN,Submission,1.0,3:34,Welterweight
Kyle Nelson,145,Jai Herbert,LOSS,Decision,3.0,5:00,Featherweight
Kyle Nelson,145,Billy Quarantillo,LOSS,KO/TKO,3.0,0:07,Featherweight
Kyle Nelson,145,Marco Polo Reyes,WIN,KO/TKO,1.0,1:36,Featherweight
Kyle Nelson,145,Matt Sayles,LOSS,Submission,3.0,3:16,Featherweight
Kyle Nelson,145,Diego Ferreira,LOSS,KO/TKO,2.0,1:23,Featherweight
Mario Neto,229,Eddie Sanchez,LOSS,KO/TKO,2.0,0:17,Heavyweight
Antonio Braga Neto,185,Trevin Giles,LOSS,KO/TKO,3.0,2:27,Middleweight
Antonio Braga Neto,185,Clint Hester,LOSS,Decision,3.0,5:00,Middleweight
Antonio Braga Neto,185,Anthony Smith,WIN,Submission,1.0,1:52,Middleweight
Eduardo Neves,265,Mick Parkin,LOSS,Submission,1.0,1:57,Heavyweight
Nick Newell,155,Alexander Munoz,LOSS,Decision,3.0,5:00,Lightweight
Journey Newson,135,Sergey Morozov,LOSS,Decision,3.0,5:00,Bantamweight
Journey Newson,135,Fernie Garcia,WIN,Decision,3.0,5:00,Bantamweight
Journey Newson,135,Randy Costa,LOSS,KO/TKO,1.0,0:41,Bantamweight
Journey Newson,135,Ricardo Ramos,LOSS,Decision,3.0,5:00,Bantamweight
Jeff Newton,205,Sam Hoger,LOSS,Submission,2.0,2:05,Light Heavyweight
Carlos Newton,170,Ryo Chonan,LOSS,Decision,2.0,5:00,Welterweight
Carlos Newton,170,Daiju Takase,LOSS,Decision,2.0,5:00,Welterweight
Carlos Newton,170,Renato Verissimo,LOSS,Decision,3.0,5:00,Welterweight
Carlos Newton,170,Renzo Gracie,WIN,Decision,2.0,5:00,Welterweight
Carlos Newton,170,Anderson Silva,LOSS,KO/TKO,1.0,6:27,Welterweight
Carlos Newton,170,Pete Spratt,WIN,Submission,1.0,1:45,Welterweight
Carlos Newton,170,Matt Hughes,LOSS,KO/TKO,4.0,3:37,Welterweight
Carlos Newton,170,Jose Landi-Jons,WIN,Submission,1.0,7:16,Welterweight
Carlos Newton,170,Matt Hughes,LOSS,KO/TKO,2.0,1:27,Welterweight
Carlos Newton,170,Pat Miletich,WIN,Submission,3.0,2:50,Welterweight
Carlos Newton,170,Johil de Oliveira,WIN,Decision,2.0,10:00,Welterweight
Carlos Newton,170,Yuhi Sano,WIN,Submission,1.0,0:40,Welterweight
Carlos Newton,170,Daijiro Matsui,WIN,Decision,3.0,5:00,Welterweight
Carlos Newton,170,Kazushi Sakuraba,LOSS,Submission,2.0,5:19,Welterweight
Carlos Newton,170,Dan Henderson,LOSS,Decision,2.0,3:00,Welterweight
Carlos Newton,170,Bob Gilstrap,WIN,Submission,1.0,0:52,Welterweight
Francis Ngannou,250,Ciryl Gane,WIN,Decision,5.0,5:00,Heavyweight
Francis Ngannou,250,Stipe Miocic,WIN,KO/TKO,2.0,0:52,Heavyweight
Francis Ngannou,250,Jairzinho Rozenstruik,WIN,KO/TKO,1.0,0:20,Heavyweight
Francis Ngannou,250,Junior Dos Santos,WIN,KO/TKO,1.0,1:11,Heavyweight
Francis Ngannou,250,Cain Velasquez,WIN,KO/TKO,1.0,0:26,Heavyweight
Francis Ngannou,250,Curtis Blaydes,WIN,KO/TKO,1.0,0:45,Heavyweight
Francis Ngannou,250,Derrick Lewis,LOSS,Decision,3.0,5:00,Heavyweight
Francis Ngannou,250,Stipe Miocic,LOSS,Decision,5.0,5:00,Heavyweight
Francis Ngannou,250,Alistair Overeem,WIN,KO/TKO,1.0,1:42,Heavyweight
Francis Ngannou,250,Andrei Arlovski,WIN,KO/TKO,1.0,1:32,Heavyweight
Francis Ngannou,250,Anthony Hamilton,WIN,Submission,1.0,1:57,Heavyweight
Francis Ngannou,250,Bojan Mihajlovic,WIN,KO/TKO,1.0,1:34,Heavyweight
Francis Ngannou,250,Curtis Blaydes,WIN,KO/TKO,2.0,5:00,Heavyweight
Francis Ngannou,250,Luis Henrique,WIN,KO/TKO,2.0,2:53,Heavyweight
Ben Nguyen,125,Wilson Reis,LOSS,Decision,3.0,5:00,Flyweight
Ben Nguyen,125,Jussier Formiga,LOSS,Submission,3.0,1:43,Flyweight
Ben Nguyen,125,Tim Elliott,WIN,Submission,1.0,0:49,Flyweight
Ben Nguyen,125,Geane Herrera,WIN,Decision,3.0,5:00,Flyweight
Ben Nguyen,125,Louis Smolka,LOSS,KO/TKO,2.0,4:41,Flyweight
Ben Nguyen,125,Ryan Benoit,WIN,Submission,1.0,2:35,Flyweight
Ben Nguyen,125,Alptekin Ozkilic,WIN,KO/TKO,1.0,4:59,Flyweight
Steven Nguyen,145,Theo Rlayang,WIN,Decision,3.0,5:00,Featherweight
Steven Nguyen,145,Aalon Cruz,LOSS,KO/TKO,3.0,4:36,Featherweight
Alex Nicholson,185,Jack Hermansson,LOSS,KO/TKO,1.0,2:00,Middleweight
Alex Nicholson,185,Sam Alvey,LOSS,Decision,3.0,5:00,Middleweight
Alex Nicholson,185,Devin Clark,WIN,KO/TKO,1.0,4:57,Middleweight
Alex Nicholson,185,Misha Cirkunov,LOSS,Submission,2.0,1:28,Middleweight
Bo Nickal,185,Jamie Pickett,WIN,Submission,1.0,2:54,Middleweight
Bo Nickal,185,Donovan Beard,WIN,Submission,1.0,0:52,Middleweight
Bo Nickal,185,Zachary Borrego,WIN,Submission,1.0,1:02,Middleweight
Mike Nickels,205,Stephan Bonnar,LOSS,Submission,1.0,2:14,Light Heavyweight
Mike Nickels,205,Wes Combs,WIN,Submission,1.0,3:10,Light Heavyweight
Matheus Nicolau,125,Brandon Royval,LOSS,KO/TKO,1.0,2:09,Flyweight
Matheus Nicolau,125,Matt Schnell,WIN,KO/TKO,2.0,1:44,Flyweight
