Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Nicholas Musoke,170 lbs.,Alexander Yakovlev,WIN,U-DEC,3.0,5:00,Decision,Nicholas Musoke Decision Win,Nicholas Musoke Decision Win
Nick Catone,185 lbs.,Derek Downey,WIN,SUB,2.0,1:15,Submission,Nick Catone Submission Win,Nick Catone Submission Win
Nick Diaz,170 lbs.,Josh Neer,WIN,SUB ,3.0,1:42,Submission,Nick Diaz Submission Win,Nick Diaz Decision Win
Nick Hein,155 lbs.,Drew Dober,WIN,U-DEC,3.0,5:00,Decision,Nick Hein Decision Win,Drew Dober KO Win
Nick Maximov,185 lbs.,Punahele Soriano,WIN,S-DEC,3.0,5:00,Decision,Nick Maximov Decision Win,Nick Maximov Decision Win
Nick Osipczak,170 lbs.,Rick Story,LOSS,S-DEC,3.0,5:00,Decision,Rick Story Decision Win,Rick Story Decision Win
Nick Ring,185 lbs.,Court McGee,WIN,U-DEC,3.0,5:00,Decision,Nick Ring Decision Win,Court McGee Decision Win
Nicolae Negumereanu,205 lbs.,Kennedy Nzechukwu,WIN,S-DEC,3.0,5:00,Decision,Nicolae Negumereanu Decision Win,Kennedy Nzechukwu KO Win
Nicolas Dalby,170 lbs.,Elizeu Zaleski dos Santos,WIN,S-DEC,3.0,5:00,Decision,Nicolas Dalby Decision Win,Elizeu Zaleski dos Santos Decision Win
Nik Lentz,145 lbs.,Andre Winner,WIN,U-DEC,3.0,5:00,Decision,Nik Lentz Decision Win,Nik Lentz Decision Win
Nikita Krylov,205 lbs.,Glover Teixeira,LOSS,S-DEC,3.0,5:00,Decision,Glover Teixeira Decision Win,Glover Teixeira Submission Win
Niko Price,170 lbs.,Michel Pereira,LOSS,U-DEC,3.0,5:00,Decision,Michel Pereira Decision Win,Michel Pereira Decision Win
Nina Nunes,125 lbs.,Juliana Lima,LOSS,U-DEC,3.0,5:00,Decision,Juliana Lima Decision Win,Nina Nunes Decision Win
Nobuhiko Takada,220 lbs.,Rickson Gracie,LOSS,SUB,1.0,4:47,Submission,Rickson Gracie Submission Win,Rickson Gracie Submission Win
Nordine Taleb,170 lbs.,Sean Strickland,LOSS,KO/TKO,2.0,3:10,KO,Sean Strickland KO Win,Nordine Taleb Decision Win
Norifumi Yamamoto,135 lbs.,Demetrious Johnson,LOSS,U-DEC,3.0,5:00,Decision,Demetrious Johnson Decision Win,Demetrious Johnson Decision Win
Norma Dumont,145 lbs.,Aspen Ladd,WIN,U-DEC,5.0,5:00,Decision,Norma Dumont Decision Win,Norma Dumont Decision Win
Norman Parke,155 lbs.,Colin Fletcher,WIN,U-DEC,3.0,5:00,Decision,Norman Parke Decision Win,Norman Parke Decision Win
Ode Osbourne,125 lbs.,Armando Villarreal,WIN,SUB,1.0,4:39,Submission,Ode Osbourne Submission Win,Ode Osbourne Submission Win
Oleg Taktarov,210 lbs.,Ernie Verdicia,WIN,SUB,1.0,2:23,Submission,Oleg Taktarov Submission Win,Oleg Taktarov Submission Win
Olivier Aubin-Mercier,155 lbs.,Alexander Hernandez,LOSS,U-DEC,3.0,5:00,Decision,Alexander Hernandez Decision Win,Alexander Hernandez Decision Win
Oluwale Bamgbose,185 lbs.,Cezar Ferreira,LOSS,U-DEC,3.0,5:00,Decision,Cezar Ferreira Decision Win,Cezar Ferreira KO Win
Omar Morales,155 lbs.,Harvey Park,WIN,KO/TKO,2.0,1:06,KO,Omar Morales KO Win,Omar Morales KO Win
Omari Akhmedov,185 lbs.,Ian Heinisch,WIN,U-DEC,3.0,5:00,Decision,Omari Akhmedov Decision Win,Omari Akhmedov Decision Win
Oskar Piechota,185 lbs.,Gerald Meerschaert,LOSS,SUB,2.0,4:55,Submission,Gerald Meerschaert Submission Win,Gerald Meerschaert Submission Win
Ovince Saint Preux,205 lbs.,Volkan Oezdemir,LOSS,S-DEC,3.0,5:00,Decision,Volkan Oezdemir Decision Win,Ovince Saint Preux KO Win
Pablo Garza,145 lbs.,Zhang Tiequan,LOSS,SUB,1.0,2:26,Submission,Zhang Tiequan Submission Win,Zhang Tiequan Submission Win
Paddy Holohan,125 lbs.,Shane Howell,WIN,U-DEC,3.0,5:00,Decision,Paddy Holohan Decision Win,Paddy Holohan Submission Win
Paige VanZant,115 lbs.,Kailin Curran,WIN,KO/TKO ,3.0,2:54,KO,Paige VanZant KO Win,Paige VanZant Decision Win
Pannie Kianzad,135 lbs.,Macy Chiasson,LOSS,SUB,2.0,2:11,Submission,Macy Chiasson Submission Win,Pannie Kianzad Decision Win
Parker Porter,265 lbs.,Alan Baudot,WIN,U-DEC,3.0,5:00,Decision,Parker Porter Decision Win,Parker Porter KO Win
Pat Barry,235 lbs.,Shane del Rosario,WIN,KO/TKO ,2.0,0:26,KO,Pat Barry KO Win,Pat Barry KO Win
Pat Healy,155 lbs.,Khabib Nurmagomedov,LOSS,U-DEC,3.0,5:00,Decision,Khabib Nurmagomedov Decision Win,Khabib Nurmagomedov Decision Win
Pat Miletich,170 lbs.,Carlos Newton,LOSS,SUB,3.0,2:50,Submission,Carlos Newton Submission Win,Pat Miletich Decision Win
Pat Sabatini,145 lbs.,Tucker Lutz,WIN,U-DEC,3.0,5:00,Decision,Pat Sabatini Decision Win,Pat Sabatini Decision Win
Patrick Cote,170 lbs.,Tito Ortiz,LOSS,U-DEC,3.0,5:00,Decision,Tito Ortiz Decision Win,Patrick Cote KO Win
Patrick Cummins,205 lbs.,Gian Villante,WIN,S-DEC,3.0,5:00,Decision,Patrick Cummins Decision Win,Gian Villante KO Win
Patrick Smith,225 lbs.,Johnny Rhodes,WIN,SUB,1.0,1:07,Submission,Patrick Smith Submission Win,Patrick Smith Submission Win
Paul Buentello,245 lbs.,Kiril Sidelnikov,WIN,KO/TKO,3.0,4:18,KO,Paul Buentello KO Win,Paul Buentello KO Win
Paul Craig,205 lbs.,Jamahal Hill,WIN,KO/TKO ,1.0,1:59,KO,Paul Craig KO Win,Jamahal Hill KO Win
Paul Daley,170 lbs.,Nick Diaz,LOSS,KO/TKO,1.0,4:57,KO,Nick Diaz KO Win,Paul Daley KO Win
Paul Felder,155 lbs.,James Vick,WIN,U-DEC,3.0,5:00,Decision,Paul Felder Decision Win,James Vick Decision Win
Paul Kelly,155 lbs.,Paul Taylor,WIN,U-DEC ,3.0,5:00,Decision,Paul Kelly Decision Win,Paul Kelly Decision Win
Paul Sass,155 lbs.,Jacob Volkmann,WIN,SUB ,1.0,1:54,Submission,Paul Sass Submission Win,Jacob Volkmann Decision Win
Paul Taylor,155 lbs.,Edilberto de Oliveira,WIN,KO/TKO,3.0,0:37,KO,Paul Taylor KO Win,Paul Taylor KO Win
Paul Varelans,300 lbs.,Cal Worsham,WIN,KO/TKO,1.0,1:02,KO,Paul Varelans KO Win,Paul Varelans KO Win
Paulo Cesar Silva,385 lbs.,Heath Herring,LOSS,SUB,3.0,0:35,Submission,Heath Herring Submission Win,Heath Herring KO Win
Paulo Costa,185 lbs.,Garreth McLellan,WIN,KO/TKO ,1.0,1:17,KO,Paulo Costa KO Win,Paulo Costa Decision Win
Paulo Filho,185 lbs.,Chael Sonnen,WIN,SUB,2.0,4:55,Submission,Paulo Filho Submission Win,Paulo Filho Submission Win
Paulo Thiago,170 lbs.,Brandon Thatch,LOSS,KO/TKO,1.0,2:10,KO,Brandon Thatch KO Win,Paulo Thiago Submission Win
Pedro Munhoz,135 lbs.,Jimmie Rivera,WIN,U-DEC ,3.0,5:00,Decision,Pedro Munhoz Decision Win,Jimmie Rivera Decision Win
Pedro Rizzo,241 lbs.,Vladimir Matyushenko,LOSS,U-DEC,3.0,5:00,Decision,Vladimir Matyushenko Decision Win,Pedro Rizzo KO Win
Pete Sell,170 lbs.,Phil Baroni,WIN,SUB,3.0,4:19,Submission,Pete Sell Submission Win,Phil Baroni KO Win
Pete Spratt,170 lbs.,Zach Light,WIN,SUB,1.0,2:25,Submission,Pete Spratt Submission Win,Pete Spratt Submission Win
Pete Williams,235 lbs.,Mark Coleman,WIN,KO/TKO,2.0,0:38,KO,Pete Williams KO Win,Mark Coleman KO Win
Peter Sobotta,170 lbs.,Ben Saunders,WIN,KO/TKO,2.0,2:29,KO,Peter Sobotta KO Win,Ben Saunders Decision Win
Petr Yan,135 lbs.,Aljamain Sterling,LOSS,S-DEC,5.0,5:00,Decision,Aljamain Sterling Decision Win,Aljamain Sterling Decision Win
Phil Baroni,170 lbs.,Joe Riggs,LOSS,U-DEC,3.0,5:00,Decision,Joe Riggs Decision Win,Phil Baroni KO Win
Phil Davis,205 lbs.,Anthony Johnson,LOSS,U-DEC,3.0,5:00,Decision,Anthony Johnson Decision Win,Phil Davis Submission Win
Phil Hawes,185 lbs.,Julian Marquez,LOSS,KO/TKO,2.0,2:20,KO,Julian Marquez KO Win,Phil Hawes KO Win
Phil Rowe,170 lbs.,Orion Cosce,WIN,KO/TKO,2.0,4:21,KO,Phil Rowe KO Win,Phil Rowe KO Win
Philip De Fries,250 lbs.,Oli Thompson,WIN,SUB,2.0,4:16,Submission,Philip De Fries Submission Win,Oli Thompson KO Win
Phillipe Nover,145 lbs.,Efrain Escudero,LOSS,U-DEC,3.0,5:00,Decision,Efrain Escudero Decision Win,Efrain Escudero Decision Win
Piotr Hallmann,155 lbs.,Gleison Tibau,LOSS,S-DEC ,3.0,5:00,Decision,Gleison Tibau Decision Win,Gleison Tibau Decision Win
Poliana Botelho,125 lbs.,Pearl Gonzalez,WIN,U-DEC,3.0,5:00,Decision,Poliana Botelho Decision Win,Poliana Botelho Decision Win
Polyana Viana,115 lbs.,Maia Stevenson,WIN,SUB,1.0,3:50,Submission,Polyana Viana Submission Win,Polyana Viana Submission Win
Priscila Cachoeira,125 lbs.,Valentina Shevchenko,LOSS,SUB,2.0,4:25,Submission,Valentina Shevchenko Submission Win,Valentina Shevchenko Decision Win
Punahele Soriano,185 lbs.,Jamie Pickett,WIN,U-DEC,3.0,5:00,Decision,Punahele Soriano Decision Win,Punahele Soriano KO Win
Quinn Mulhern,155 lbs.,Yuri Villefort,WIN,S-DEC,3.0,5:00,Decision,Quinn Mulhern Decision Win,Quinn Mulhern Decision Win
Quinton Jackson,205 lbs.,Murilo Rua,WIN,S-DEC,3.0,5:00,Decision,Quinton Jackson Decision Win,Quinton Jackson KO Win
Rafa Garcia,155 lbs.,Nasrat Haqparast,LOSS,U-DEC,3.0,5:00,Decision,Nasrat Haqparast Decision Win,Nasrat Haqparast Decision Win
Rafael Alves,155 lbs.,Marc Diakiese,WIN,SUB,1.0,1:48,Submission,Rafael Alves Submission Win,Marc Diakiese Decision Win
Rafael Cavalcante,205 lbs.,Igor Pokrajac,WIN,KO/TKO,1.0,1:18,KO,Rafael Cavalcante KO Win,Rafael Cavalcante KO Win
Rafael Dos Anjos,155 lbs.,Donald Cerrone,WIN,KO/TKO ,1.0,1:06,KO,Rafael Dos Anjos KO Win,Rafael Dos Anjos Decision Win
Rafael Fiziev,155 lbs.,Magomed Mustafaev,LOSS,KO/TKO,1.0,1:26,KO,Magomed Mustafaev KO Win,Magomed Mustafaev KO Win
Rafael Natal,185 lbs.,Kevin Casey,WIN,KO/TKO,3.0,3:37,KO,Rafael Natal KO Win,Rafael Natal KO Win
Rafaello Oliveira,155 lbs.,Nik Lentz,LOSS,U-DEC,3.0,5:00,Decision,Nik Lentz Decision Win,Nik Lentz KO Win
Ramazan Emeev,170 lbs.,Sam Alvey,WIN,U-DEC,3.0,5:00,Decision,Ramazan Emeev Decision Win,Ramazan Emeev Decision Win
Rameau Thierry Sokoudjou,205 lbs.,Bob Sapp,WIN,KO/TKO,1.0,1:31,KO,Rameau Thierry Sokoudjou KO Win,Bob Sapp KO Win
Ramsey Nijem,155 lbs.,Beneil Dariush,WIN,KO/TKO ,1.0,4:20,KO,Ramsey Nijem KO Win,Beneil Dariush Decision Win
Randa Markos,115 lbs.,Amanda Ribas,LOSS,U-DEC,3.0,5:00,Decision,Amanda Ribas Decision Win,Amanda Ribas Decision Win
Randy Brown,170 lbs.,Jared Gooden,WIN,U-DEC,3.0,5:00,Decision,Randy Brown Decision Win,Randy Brown Decision Win
Randy Costa,135 lbs.,Adrian Yanez,LOSS,KO/TKO,2.0,2:11,KO,Adrian Yanez KO Win,Adrian Yanez KO Win
Randy Couture,205 lbs.,Chuck Liddell,WIN,KO/TKO,3.0,2:39,KO,Randy Couture KO Win,Chuck Liddell KO Win
Rani Yahya,135 lbs.,Mizuto Hirota,WIN,U-DEC,3.0,5:00,Decision,Rani Yahya Decision Win,Rani Yahya Decision Win
Raoni Barcelos,135 lbs.,Kurt Holobaugh,WIN,KO/TKO ,3.0,1:29,KO,Raoni Barcelos KO Win,Raoni Barcelos Decision Win
Raphael Assuncao,135 lbs.,TJ Dillashaw,WIN,S-DEC ,3.0,5:00,Decision,Raphael Assuncao Decision Win,Raphael Assuncao Decision Win
Raquel Pennington,135 lbs.,Pannie Kianzad,WIN,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Pannie Kianzad Decision Win
Rashad Evans,205 lbs.,Forrest Griffin,WIN,KO/TKO ,3.0,2:46,KO,Rashad Evans KO Win,Forrest Griffin Decision Win
Rashid Magomedov,155 lbs.,Gilbert Burns,WIN,U-DEC,3.0,5:00,Decision,Rashid Magomedov Decision Win,Rashid Magomedov Decision Win
Raulian Paiva,135 lbs.,Allan Nascimento,WIN,S-DEC,3.0,5:00,Decision,Raulian Paiva Decision Win,Raulian Paiva Decision Win
Ray Borg,135 lbs.,Gabriel Silva,WIN,U-DEC,3.0,5:00,Decision,Ray Borg Decision Win,Ray Borg Decision Win
Remco Pardoel,260 lbs.,Royce Gracie,LOSS,SUB,1.0,1:31,Submission,Royce Gracie Submission Win,Royce Gracie Submission Win
Renan Barao,145 lbs.,Brian Kelleher,LOSS,U-DEC,3.0,5:00,Decision,Brian Kelleher Decision Win,Renan Barao Submission Win
Renato Moicano,155 lbs.,Jai Herbert,WIN,SUB,2.0,4:34,Submission,Renato Moicano Submission Win,Renato Moicano Submission Win
Renato Sobral,205 lbs.,Rameau Thierry Sokoudjou,WIN,SUB,2.0,2:36,Submission,Renato Sobral Submission Win,Rameau Thierry Sokoudjou KO Win
Renzo Gracie,185 lbs.,Sanae Kikuta,WIN,SUB,6.0,0:43,Submission,Renzo Gracie Submission Win,Sanae Kikuta Decision Win
Reza Madadi,155 lbs.,Yoislandy Izquierdo,WIN,SUB,2.0,1:28,Submission,Reza Madadi Submission Win,Reza Madadi Submission Win
Ricardo Almeida,170 lbs.,Matt Hughes,LOSS,SUB,1.0,3:15,Submission,Matt Hughes Submission Win,Ricardo Almeida Decision Win
Ricardo Arona,205 lbs.,Wanderlei Silva,LOSS,S-DEC,3.0,5:00,Decision,Wanderlei Silva Decision Win,Wanderlei Silva KO Win
Ricardo Lamas,145 lbs.,James Krause,WIN,U-DEC,3.0,5:00,Decision,Ricardo Lamas Decision Win,Ricardo Lamas Decision Win
Ricardo Ramos,145 lbs.,Bill Algeo,WIN,U-DEC,3.0,5:00,Decision,Ricardo Ramos Decision Win,Ricardo Ramos Decision Win
Ricco Rodriguez,265 lbs.,Jimmy Ambriz,WIN,KO/TKO,1.0,4:13,KO,Ricco Rodriguez KO Win,Ricco Rodriguez KO Win
Rich Attonito,170 lbs.,David Branch,LOSS,U-DEC,3.0,5:00,Decision,David Branch Decision Win,Rich Attonito KO Win
Rich Clementi,155 lbs.,Gray Maynard,LOSS,U-DEC,3.0,5:00,Decision,Gray Maynard Decision Win,Gray Maynard Decision Win
Rich Franklin,185 lbs.,Antony Rea,WIN,KO/TKO,1.0,2:46,KO,Rich Franklin KO Win,Rich Franklin KO Win
Richard Crunkilton,155 lbs.,Rob McCullough,LOSS,KO/TKO,1.0,1:29,KO,Rob McCullough KO Win,Rob McCullough Decision Win
Richard Walsh,170 lbs.,Steve Kennedy,WIN,U-DEC,3.0,5:00,Decision,Richard Walsh Decision Win,Richard Walsh Decision Win
Rick Story,170 lbs.,Leonardo Mafra,WIN,SUB,2.0,2:12,Submission,Rick Story Submission Win,Rick Story KO Win
Ricky Glenn,155 lbs.,Evan Dunham,LOSS,U-DEC ,3.0,5:00,Decision,Evan Dunham Decision Win,Evan Dunham Decision Win
Ricky Simon,135 lbs.,Brian Kelleher,WIN,U-DEC,3.0,5:00,Decision,Ricky Simon Decision Win,Ricky Simon Submission Win
Riki Fukuda,185 lbs.,Constantinos Philippou,LOSS,U-DEC,3.0,5:00,Decision,Constantinos Philippou Decision Win,Riki Fukuda Decision Win
Roan Carneiro,170 lbs.,Derek Brunson,LOSS,KO/TKO,1.0,2:38,KO,Derek Brunson KO Win,Derek Brunson Decision Win
Rob Emerson,155 lbs.,Rafael Dos Anjos,LOSS,U-DEC,3.0,5:00,Decision,Rafael Dos Anjos Decision Win,Rob Emerson Decision Win
Rob Font,135 lbs.,Cody Garbrandt,WIN,U-DEC,5.0,5:00,Decision,Rob Font Decision Win,Rob Font KO Win
Rob Kimmons,185 lbs.,Rob Yundt,WIN,SUB,1.0,3:58,Submission,Rob Kimmons Submission Win,Rob Kimmons Submission Win
Rob McCullough,155 lbs.,Marcus Hicks,WIN,M-DEC,3.0,5:00,Decision,Rob McCullough Decision Win,Marcus Hicks Submission Win
Robbie Lawler,170 lbs.,Rory MacDonald,WIN,S-DEC,3.0,5:00,Decision,Robbie Lawler Decision Win,Rory MacDonald Decision Win
Robert Peralta,145 lbs.,Hiroyuki Takaya,WIN,S-DEC,3.0,5:00,Decision,Robert Peralta Decision Win,Robert Peralta Decision Win
Robert Whiteford,145 lbs.,Paul Redmond,WIN,KO/TKO,1.0,3:04,KO,Robert Whiteford KO Win,Robert Whiteford Decision Win
Robert Whittaker,185 lbs.,Jared Cannonier,WIN,U-DEC,3.0,5:00,Decision,Robert Whittaker Decision Win,Robert Whittaker Decision Win
Rodolfo Vieira,185 lbs.,Anthony Hernandez,LOSS,SUB,2.0,1:53,Submission,Anthony Hernandez Submission Win,Rodolfo Vieira Submission Win
Rodrigo Damm,155 lbs.,Gilbert Melendez,LOSS,KO/TKO,2.0,2:02,KO,Gilbert Melendez KO Win,Gilbert Melendez Decision Win
Rodrigo Gracie,183 lbs.,Daiju Takase,WIN,U-DEC,2.0,5:00,Decision,Rodrigo Gracie Decision Win,Rodrigo Gracie Decision Win
Rodrigo Nascimento,246 lbs.,Chris Daukaus,LOSS,KO/TKO,1.0,0:45,KO,Chris Daukaus KO Win,Rodrigo Nascimento KO Win
Roger Bowling,155 lbs.,Bobby Voelker,WIN,U-DEC,3.0,1:38,Decision,Roger Bowling Decision Win,Bobby Voelker KO Win
Roger Gracie,185 lbs.,Keith Jardine,WIN,U-DEC,3.0,5:00,Decision,Roger Gracie Decision Win,Roger Gracie Submission Win
Roger Huerta,155 lbs.,Jason Dent,WIN,U-DEC ,3.0,5:00,Decision,Roger Huerta Decision Win,Roger Huerta Decision Win
Rogerio Bontorin,125 lbs.,Ray Borg,LOSS,U-DEC,3.0,5:00,Decision,Ray Borg Decision Win,Ray Borg Decision Win
Rogerio Nogueira,205 lbs.,Kazushi Sakuraba,WIN,U-DEC,3.0,5:00,Decision,Rogerio Nogueira Decision Win,Rogerio Nogueira KO Win
Roland Delorme,135 lbs.,Alex Caceres,LOSS,S-DEC,3.0,5:00,Decision,Alex Caceres Decision Win,Roland Delorme Submission Win
Roman Dolidze,185 lbs.,Khadis Ibragimov,WIN,KO/TKO,1.0,4:15,KO,Roman Dolidze KO Win,Roman Dolidze Decision Win
Ron Waterman,280 lbs.,Chris Condo,WIN,KO/TKO,1.0,0:28,KO,Ron Waterman KO Win,Ron Waterman KO Win
Ronda Rousey,135 lbs.,Bethe Correia,WIN,KO/TKO ,1.0,0:34,KO,Ronda Rousey KO Win,Ronda Rousey Submission Win
Ronny Markes,185 lbs.,Andrew Craig,WIN,U-DEC,3.0,5:00,Decision,Ronny Markes Decision Win,Ronny Markes Decision Win
Rony Jason,145 lbs.,Godofredo Pepey,WIN,U-DEC,3.0,5:00,Decision,Rony Jason Decision Win,Rony Jason KO Win
Roosevelt Roberts,155 lbs.,Garrett Gross,WIN,SUB,2.0,2:13,Submission,Roosevelt Roberts Submission Win,Roosevelt Roberts Submission Win
Rory MacDonald,170 lbs.,Tarec Saffiedine,WIN,KO/TKO ,3.0,1:28,KO,Rory MacDonald KO Win,Rory MacDonald Decision Win
Rose Namajunas,115 lbs.,Zhang Weili,WIN,KO/TKO ,1.0,1:18,KO,Rose Namajunas KO Win,Rose Namajunas Decision Win
Ross Pearson,155 lbs.,Diego Sanchez,LOSS,S-DEC,3.0,5:00,Decision,Diego Sanchez Decision Win,Diego Sanchez Decision Win
Rousimar Palhares,170 lbs.,Mike Massenzio,WIN,SUB ,1.0,1:03,Submission,Rousimar Palhares Submission Win,Rousimar Palhares Submission Win
Roxanne Modafferi,125 lbs.,Andrea Lee,WIN,U-DEC,3.0,5:00,Decision,Roxanne Modafferi Decision Win,Andrea Lee Decision Win
Roy Nelson,263 lbs.,Frank Mir,LOSS,U-DEC,3.0,5:00,Decision,Frank Mir Decision Win,Roy Nelson KO Win
Royce Gracie,175 lbs.,Nobuhiko Takada,WIN,U-DEC,1.0,15:00,Decision,Royce Gracie Decision Win,Royce Gracie Submission Win
Russell Doane,135 lbs.,Leandro Issa,WIN,SUB ,2.0,4:59,Submission,Russell Doane Submission Win,Leandro Issa Submission Win
Rustam Khabilov,155 lbs.,Kajan Johnson,WIN,S-DEC,3.0,5:00,Decision,Rustam Khabilov Decision Win,Rustam Khabilov Decision Win
Ryan Bader,205 lbs.,Rashad Evans,WIN,U-DEC,3.0,5:00,Decision,Ryan Bader Decision Win,Ryan Bader Decision Win
Ryan Benoit,125 lbs.,Josh Sampo,LOSS,SUB ,2.0,4:31,Submission,Josh Sampo Submission Win,Ryan Benoit Decision Win
Ryan Couture,155 lbs.,Lucas Stark,WIN,SUB,1.0,1:15,Submission,Ryan Couture Submission Win,Ryan Couture Submission Win
Ryan Gracie,200 lbs.,Tokimitsu Ishizawa,WIN,KO/TKO,1.0,2:16,KO,Ryan Gracie KO Win,Ryan Gracie KO Win
Ryan Hall,145 lbs.,Darren Elkins,WIN,U-DEC,3.0,5:00,Decision,Ryan Hall Decision Win,Ryan Hall Decision Win
Ryan Jensen,185 lbs.,Thales Leites,LOSS,SUB,1.0,3:47,Submission,Thales Leites Submission Win,Thales Leites Submission Win
Ryan Jimmo,205 lbs.,Anthony Perosh,WIN,KO/TKO ,1.0,0:07,KO,Ryan Jimmo KO Win,Ryan Jimmo KO Win
Ryan LaFlare,170 lbs.,Alex Oliveira,LOSS,KO/TKO,2.0,1:50,KO,Alex Oliveira KO Win,Ryan LaFlare Decision Win
Ryan Spann,205 lbs.,Ion Cutelaba,WIN,SUB ,1.0,2:22,Submission,Ryan Spann Submission Win,Ryan Spann KO Win
Ryo Chonan,170 lbs.,Brad Blackburn,LOSS,U-DEC,3.0,5:00,Decision,Brad Blackburn Decision Win,Ryo Chonan Decision Win
Sabina Mazo,125 lbs.,Maryna Moroz,LOSS,U-DEC,3.0,5:00,Decision,Maryna Moroz Decision Win,Sabina Mazo Decision Win
Sage Northcutt,170 lbs.,Francisco Trevino,WIN,KO/TKO,1.0,0:57,KO,Sage Northcutt KO Win,Sage Northcutt Decision Win
Said Nurmagomedov,135 lbs.,Justin Scoggins,WIN,S-DEC,3.0,5:00,Decision,Said Nurmagomedov Decision Win,Said Nurmagomedov Submission Win
Sam Alvey,185 lbs.,Cezar Ferreira,WIN,KO/TKO,1.0,3:34,KO,Sam Alvey KO Win,Cezar Ferreira Decision Win
Sam Hoger,205 lbs.,Jeff Newton,WIN,SUB,2.0,2:05,Submission,Sam Hoger Submission Win,Sam Hoger Submission Win
Sam Hughes,115 lbs.,Tecia Torres,LOSS,KO/TKO,1.0,5:00,KO,Tecia Torres KO Win,Tecia Torres Decision Win
Sam Sicilia,145 lbs.,Dooho Choi,LOSS,KO/TKO,1.0,1:33,KO,Dooho Choi KO Win,Dooho Choi KO Win
Sam Stout,155 lbs.,Cody McKenzie,WIN,U-DEC,3.0,5:00,Decision,Sam Stout Decision Win,Sam Stout Decision Win
Sammy Morgan,170 lbs.,Cung Le,LOSS,KO/TKO,3.0,1:58,KO,Cung Le KO Win,Cung Le KO Win
Sanae Kikuta,200 lbs.,Antonio Rodrigo Nogueira,LOSS,KO/TKO,2.0,0:29,KO,Antonio Rodrigo Nogueira KO Win,Sanae Kikuta Decision Win
Santiago Ponzinibbio,170 lbs.,Geoff Neal,LOSS,S-DEC,3.0,5:00,Decision,Geoff Neal Decision Win,Geoff Neal KO Win
Sara McMann,135 lbs.,Marion Reneau,LOSS,SUB,2.0,3:40,Submission,Marion Reneau Submission Win,Sara McMann Decision Win
Sarah Kaufman,135 lbs.,Leslie Smith,WIN,U-DEC,3.0,5:00,Decision,Sarah Kaufman Decision Win,Sarah Kaufman Decision Win
Sarah Moras,135 lbs.,Alexis Dufresne,WIN,U-DEC,3.0,5:00,Decision,Sarah Moras Decision Win,Sarah Moras Decision Win
Scott Askham,185 lbs.,Chris Dempsey,WIN,KO/TKO ,1.0,4:45,KO,Scott Askham KO Win,Chris Dempsey Decision Win
Scott Ferrozzo,323 lbs.,David Abbott,WIN,U-DEC,2.0,3:00,Decision,Scott Ferrozzo Decision Win,Scott Ferrozzo Submission Win
Scott Holtzman,155 lbs.,Beneil Dariush,LOSS,KO/TKO,1.0,4:38,KO,Beneil Dariush KO Win,Beneil Dariush Decision Win
Scott Jorgensen,135 lbs.,Frank Gomez,WIN,SUB,1.0,1:09,Submission,Scott Jorgensen Submission Win,Scott Jorgensen Decision Win
Scott Smith,185 lbs.,Cung Le,LOSS,KO/TKO,2.0,1:46,KO,Cung Le KO Win,Cung Le KO Win
Sean Brady,170 lbs.,Jake Matthews,WIN,SUB,3.0,3:28,Submission,Sean Brady Submission Win,Sean Brady Decision Win
Sean O'Connell,205 lbs.,Ryan Jimmo,LOSS,KO/TKO,1.0,4:27,KO,Ryan Jimmo KO Win,Sean O'Connell KO Win
Sean O'Malley,135 lbs.,Kris Moutinho,WIN,KO/TKO ,3.0,4:33,KO,Sean O'Malley KO Win,Sean O'Malley KO Win
Sean Pierson,170 lbs.,Jake Hecht,WIN,U-DEC,3.0,5:00,Decision,Sean Pierson Decision Win,Sean Pierson Decision Win
Sean Sherk,155 lbs.,Tyson Griffin,WIN,U-DEC ,3.0,5:00,Decision,Sean Sherk Decision Win,Sean Sherk Decision Win
Sean Soriano,145 lbs.,Charles Rosa,LOSS,SUB,3.0,4:43,Submission,Charles Rosa Submission Win,Charles Rosa Decision Win
Sean Spencer,170 lbs.,Rafael Natal,LOSS,SUB,3.0,2:13,Submission,Rafael Natal Submission Win,Rafael Natal Decision Win
Sean Strickland,185 lbs.,Brendan Allen,WIN,KO/TKO ,2.0,1:32,KO,Sean Strickland KO Win,Brendan Allen Submission Win
Sean Woodson,145 lbs.,Julian Erosa,LOSS,SUB,3.0,2:44,Submission,Julian Erosa Submission Win,Sean Woodson KO Win
Semmy Schilt,265 lbs.,Gan McGee,WIN,SUB,1.0,5:02,Submission,Semmy Schilt Submission Win,Semmy Schilt KO Win
Sergei Kharitonov,245 lbs.,Jeff Monson,LOSS,SUB,1.0,1:42,Submission,Jeff Monson Submission Win,Sergei Kharitonov KO Win
Sergei Pavlovich,257 lbs.,Shamil Abdurakhimov,WIN,KO/TKO ,1.0,4:03,KO,Sergei Pavlovich KO Win,Sergei Pavlovich KO Win
Sergey Morozov,135 lbs.,Douglas Silva de Andrade,LOSS,SUB ,2.0,3:24,Submission,Douglas Silva de Andrade Submission Win,Sergey Morozov Decision Win
Serghei Spivac,260 lbs.,Greg Hardy,WIN,KO/TKO,1.0,2:16,KO,Serghei Spivac KO Win,Greg Hardy KO Win
